drug_name_lower,currently_resolves_to_bucket,bucket_generic_name,trials_referencing_this_name
4 chemotherapy blocks: course 1 aie (cytarabine,cytarabine liposome,cytarabine liposome,1
4 cycles of tc (docetaxel,trastuzumab-qyyp,trastuzumab-qyyp,2
4 off & weekly paclitaxel,trastuzumab-qyyp,trastuzumab-qyyp,1
4'o-benzyl doxorubicin,rta 744,RTA 744,0
"4,4′-bis(4-aminophenoxy)biphenyl",...,...,0
4-(4-(benzhydryloxy)piperidin-1-yl)-1-(4-(tert-butyl)phenyl)butan-1-one,ebastine,Ebastine,0
4-(4-benzhydryloxypiperidin-1-yl)-1-(4-tert-butylphenyl)butan-1-one,ebastine,Ebastine,0
"4-(ethyl-(1-(4-methoxyphenyl)propan-2-yl)amino)butyl 3,4-dimethoxybenzoate",mebeverine,mebeverine,0
4-(ethyl-(4-methoxy-alpha-methylphenethyl)aminobutyl) veratrate,mebeverine,mebeverine,0
4-1bb dll3 car-t,n/a,N/A,0
4-1bbl car t cells,...,...,1
"4-[ethyl-[1-(4-methoxyphenyl)propan-2-yl]amino]butyl 3,4-dimethoxybenzoate",mebeverine,mebeverine,0
"4-amino-1-((2r,4r,5r)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)pyrimidin-2(1h)-one hydrochloride",trastuzumab-qyyp,trastuzumab-qyyp,0
"4-amino-1-[(2r,4r,5r)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one;hydrochloride",trastuzumab-qyyp,trastuzumab-qyyp,0
4-amino-5-chloro-2-ethoxy-n-((4-(4-fluorobenzyl)-2-morpholinyl)methyl)benzamide,mosapride,mosapride,0
"4-amino-5-chloro-2-ethoxy-n-((4-(4-fluorobenzyl)morpholin-2-yl)methyl)benzamide 2-hydroxypropane-1,2,3-tricarboxylate",mosapride,mosapride,0
4-dihydroxypyridine,trastuzumab-qyyp,trastuzumab-qyyp,1
4-diphenylmethoxy-1-(3-(4-tert-butylbenzoyl)propyl)piperidine,ebastine,Ebastine,0
4-methylbenzene-1-sulfonamide,toluenesulfonamide,toluenesulfonamide,0
4-methylbenzenesulfonamide,toluenesulfonamide,toluenesulfonamide,0
4-methylbenzenesulphonamide,toluenesulfonamide,toluenesulfonamide,0
4-methylphenylsulfonamide,toluenesulfonamide,toluenesulfonamide,0
"4-pregnene-17α,21-diol-3,11,20-trione 21-acetate",cortisone acetate,cortisone acetate,0
4-toluenesulfanamide,toluenesulfonamide,toluenesulfonamide,0
4-toluenesulfonamide,toluenesulfonamide,toluenesulfonamide,0
"4-toluenesulfonic acid, amide",toluenesulfonamide,toluenesulfonamide,0
4-toluenesulfonylamide,toluenesulfonamide,toluenesulfonamide,0
4-toluenesulphonamide,toluenesulfonamide,toluenesulfonamide,0
"4-{ethyl[1-(4-methoxyphenyl)propan-2-yl]amino}butyl 3,4-dimethoxybenzoate",mebeverine,mebeverine,0
40-o-(2-hydroxyethyl)rapamycin,trastuzumab-qyyp,trastuzumab-qyyp,0
43054-45-1,clomiphene citrate,clomiphene citrate,0
437608-50-9,lutetium lu 177 dotatate,lutetium lu 177 dotatate,0
44580-38-3,fluorocholine,Fluorocholine,0
4scar38,unknown,Unknown,1
4scar7,...,...,0
4scar7u,...,...,0
5 - fluorouracil,trastuzumab-qyyp,trastuzumab-qyyp,0
5 - fu,trastuzumab-qyyp,trastuzumab-qyyp,0
5 flourouracil,trastuzumab-qyyp,trastuzumab-qyyp,0
5 fluorouracil,trastuzumab-qyyp,trastuzumab-qyyp,1
5 fu,trastuzumab-qyyp,trastuzumab-qyyp,0
5 fu bolus,trastuzumab-qyyp,trastuzumab-qyyp,0
5 off & weekly paclitaxel,trastuzumab-qyyp,trastuzumab-qyyp,1
5 peptide vaccines of koc1,...,...,0
5% 5-fluorouracil,trastuzumab-qyyp,trastuzumab-qyyp,0
5% 5-fu,trastuzumab-qyyp,trastuzumab-qyyp,0
5'-noranhydrovinblastine,tlc178,TLC178,0
"5,12-naphthacenedione, 10-((3-amino-2,3,6-trideoxy-4-o-(phenylmethyl)-.alpha.-l-lyxo-hexopyranosyl)oxy)-7,8,9,10-tetrahydro-6,8,11-trihydroxy-8-(hydroxyacetyl)-1-methoxy-, (8s,10s)-",rta 744,RTA 744,0
"5,12-naphthacenedione, 10-((3-amino-2,3,6-trideoxy-4-o-(phenylmethyl)-.alpha.-l-lyxo-hexopyranosyl)oxy)-7,8,9,10-tetrahydro-6,8,11-trihydroxy-8-(hydroxyacetyl)-1-methoxy-, (8s,10s)-, hydrochloride",rta 744,RTA 744,0
"5,12-naphthacenedione, 10-((3-amino-2,3,6-trideoxy-4-o-(phenylmethyl)-alpha-l-lyxo-hexopyranosyl)oxy)-7,8,9,10-tetrahydro-6,8,11-trihydroxy-8-(hydroxyacetyl)-1-methoxy-, (8s,10s)-",rta 744,RTA 744,0
"5,12-naphthacenedione, 10-((3-amino-2,3,6-trideoxy-4-o-(phenylmethyl)-alpha-l-lyxo-hexopyranosyl)oxy)-7,8,9,10-tetrahydro-6,8,11-trihydroxy-8-(hydroxyacetyl)-1-methoxy-, (8s,10s)-, hydrochloride",rta 744,RTA 744,0
5- fluorouracil,trastuzumab-qyyp,trastuzumab-qyyp,0
5- fu,trastuzumab-qyyp,trastuzumab-qyyp,0
5-alpha reductase inhibitor,...,...,1
5-aris,...,...,0
"5-chloro-2,4-dihydroxypyridine",trastuzumab-qyyp,trastuzumab-qyyp,0
5-chloro-4-hydroxy-2(1h)-pyridone,trastuzumab-qyyp,trastuzumab-qyyp,0
5-chloro-4-hydroxy-2-pyridone,trastuzumab-qyyp,trastuzumab-qyyp,0
"5-chloropyridine-2,4-diol",trastuzumab-qyyp,trastuzumab-qyyp,0
5-day temozolomide,temozolomide,temozolomide,1
5-flourouracil,trastuzumab-qyyp,trastuzumab-qyyp,0
5-fluoro-2-deoxycytidine,cytarabine liposome,cytarabine liposome,2
5-fluoro-uracil,trastuzumab-qyyp,trastuzumab-qyyp,0
5-fluorouracil (,trastuzumab-qyyp,trastuzumab-qyyp,0
5-fluorouracil 4%,trastuzumab-qyyp,trastuzumab-qyyp,0
5-fluorouracil 5%,trastuzumab-qyyp,trastuzumab-qyyp,0
5-fluorouracil [5-fu],trastuzumab-qyyp,trastuzumab-qyyp,0
5-fluorouracil [5fu]),trastuzumab-qyyp,trastuzumab-qyyp,0
5-fluorouracil and cisplatin,trastuzumab-qyyp,trastuzumab-qyyp,0
5-fluorouracil during radiotherapy,trastuzumab-qyyp,trastuzumab-qyyp,0
5-fluorouracil prodrug,trastuzumab-qyyp,trastuzumab-qyyp,0
5-fluorouracil),trastuzumab-qyyp,trastuzumab-qyyp,0
5-fluorouracile,trastuzumab-qyyp,trastuzumab-qyyp,0
5-fluoruracil,trastuzumab-qyyp,trastuzumab-qyyp,0
5-fluouracil,trastuzumab-qyyp,trastuzumab-qyyp,0
5-flurouracil,trastuzumab-qyyp,trastuzumab-qyyp,1
5-fu (5-fluorouracil),trastuzumab-qyyp,trastuzumab-qyyp,0
5-fu (fluorouracil),trastuzumab-qyyp,trastuzumab-qyyp,0
5-fu 2,trastuzumab-qyyp,trastuzumab-qyyp,0
5-fu and bevacizumab,trastuzumab-qyyp,trastuzumab-qyyp,0
5-fu bolus,trastuzumab-qyyp,trastuzumab-qyyp,0
5-fu continuous,trastuzumab-qyyp,trastuzumab-qyyp,0
5-fu isolated,trastuzumab-qyyp,trastuzumab-qyyp,0
5-fu monotherapy,trastuzumab-qyyp,trastuzumab-qyyp,0
5-fu treatment followed by concomitant cisplatin,trastuzumab-qyyp,trastuzumab-qyyp,1
5-fu),trastuzumab-qyyp,trastuzumab-qyyp,0
5-fui ± bevacizumab,trastuzumab-qyyp,trastuzumab-qyyp,1
5-fu（ bolus）,trastuzumab-qyyp,trastuzumab-qyyp,0
5-fu（ ）,trastuzumab-qyyp,trastuzumab-qyyp,0
5-fu（fluorouracil ）,trastuzumab-qyyp,trastuzumab-qyyp,0
5-oxo-l-prolyl-l-histidyl-l-tryptophyl-l-seryl-l-tyrosylglycyl-l-leucyl-l-arginyl-l-prolylglycinamide,gonadorelin,gonadorelin,0
5-oxo-phwsyglrpgnh2,gonadorelin,gonadorelin,0
50-04-4,cortisone acetate,cortisone acetate,0
50-41-9,clomiphene citrate,clomiphene citrate,0
569-65-3,meclizine,Meclizine,0
5fluorouracil,trastuzumab-qyyp,trastuzumab-qyyp,1
5fluorouracil bolus,trastuzumab-qyyp,trastuzumab-qyyp,0
5fluorouracil continu,trastuzumab-qyyp,trastuzumab-qyyp,0
5fluorouracile,trastuzumab-qyyp,trastuzumab-qyyp,0
5fu concomitant,trastuzumab-qyyp,trastuzumab-qyyp,0
5fu),trastuzumab-qyyp,trastuzumab-qyyp,0
6 cycles chemotherapy,...,...,0
6 inhibitor,...,...,3
6 inhibitor combined therapy,...,...,0
6 inhibitor different from the first that the participant had received,...,...,1
6*pd1,unknown,Unknown,0
"6-((18)f)fluoro-3,4-dihydroxy-l-phenylalanine",fluorodopa,fluorodopa,0
6-((18)f)fluoro-l-dopa,fluorodopa,fluorodopa,0
6-(18f)fluoro-l-dopa,fluorodopa,fluorodopa,0
6-8 cycles of standard r-chop chemotherapy,...,...,0
6-[.18.f]fluoro-l-dopa,fluorodopa,fluorodopa,0
6-[18f]fdopa,fluorodopa,fluorodopa,0
"6-[18f]fluoro-l-3,4-dihydroxyphenylalanine",fluorodopa,fluorodopa,0
6-[18f]fluoro-l-dopa,fluorodopa,fluorodopa,0
6-dehydroretroprogesterone,dydrogesterone,dydrogesterone,0
6-fluoro-l-dopa,fluorodopa,fluorodopa,0
6-month course of antiandrogen drugs,...,...,0
601-823-3,trastuzumab-qyyp,trastuzumab-qyyp,0
6029hgl0qp,fluorocholine,Fluorocholine,0
609a,...,...,0
610-410-7,activated charcoal,Activated Charcoal,0
635-609-6,ebastine,Ebastine,0
639-264-2,tlc178,TLC178,0
65271-80-9,mitoxantrone,mitoxantrone,0
677017-23-1,rta 744,RTA 744,0
68 ga-psma-i and t,[68ga]ga-psma,[68Ga]Ga-PSMA,0
68-ga psma11,[68ga]ga-psma,[68Ga]Ga-PSMA,2
68-gallium dotatate,gallium ga 68 dotatate,gallium ga 68 dotatate,0
68-gallium-dotatate-pet,gallium ga 68 dotatate,gallium ga 68 dotatate,1
68ga dotatate,gallium ga 68 dotatate,gallium ga 68 dotatate,0
68ga psma-11,[68ga]ga-psma,[68Ga]Ga-PSMA,0
68ga-dota-toc,gallium ga 68 dotatate,gallium ga 68 dotatate,1
68ga-dota-tyr3-octreotate,gallium ga 68 dotatate,gallium ga 68 dotatate,0
68ga-dotanoc,gallium ga 68 dotatate,gallium ga 68 dotatate,0
68ga-dotatate pet,gallium ga 68 dotatate,gallium ga 68 dotatate,0
68ga-dotatoc,gallium ga 68 dotatate,gallium ga 68 dotatate,3
68ga-fap inhibitor,...,...,0
68ga-fapi-a1,...,...,0
68ga-fibroblast activation protein inhibitor,...,...,0
68ga-hbed-cc-psma,[68ga]ga-psma,[68Ga]Ga-PSMA,0
68ga-labelled glu-urea-lys(ahx)-hbed-cc,[68ga]ga-psma,[68Ga]Ga-PSMA,0
68gallium dotatate,gallium ga 68 dotatate,gallium ga 68 dotatate,0
699121phca,trastuzumab-qyyp,trastuzumab-qyyp,0
6a4u6nn813,zio-201-t,ZIO-201-T,0
"6alpha,9difluoro-11beta,17,21-trihydroxypregna-1,4-diene-3,20-dione 21-acetate 17-butyrate",cortisone acetate,cortisone acetate,0
6qpn83hk2m,rta 744,RTA 744,0
74578-38-4,trastuzumab-qyyp,trastuzumab-qyyp,0
750w5330fy,glucosamine hydrochloride,Glucosamine Hydrochloride,0
791056-61-6,fluorocholine,Fluorocholine,0
7ba3x03948,rta 744,RTA 744,0
7car t cells,...,...,0
7f80cc3nnv,mebeverine,mebeverine,0
8 agonist,...,...,1
8 cycles of oxaliplatine based adjuvant chemotherapy,trastuzumab-qyyp,trastuzumab-qyyp,1
82vh67yon8,[18f]-dcfpyl ligand,[18F]-DCFPyl Ligand,0
852a,...,...,0
883wkn7w8x,cortisone acetate,cortisone acetate,0
89zr-bevacizumab,trastuzumab-qyyp,trastuzumab-qyyp,1
89zr-dfo-atezolizumab,trastuzumab-qyyp,trastuzumab-qyyp,1
89zr-pembrolizumab,pembrolizumab and berahyaluronidase alfa-pmph,pembrolizumab and berahyaluronidase alfa-pmph,1
89zr-trastuzumab human dosimetry,trastuzumab-qyyp,trastuzumab-qyyp,1
8r-70car t cells,...,...,0
"9,10-anthracenedione, 1,4-dihydroxy-5,8-bis((2-((2-hydroxyethyl)amino)ethyl)amino)-",mitoxantrone,mitoxantrone,0
"9,10-anthracenedione, 1,4-dihydroxy-5,8-bis[[2-[(2-hydroxyethyl)amino]ethyl]amino]-",mitoxantrone,mitoxantrone,0
9-fluoro-16-methylprednisolone,dexamethasone,dexamethasone,0
90729-43-4,ebastine,Ebastine,0
9100l32l2n,metformin,metformin,0
93x55pe38x,fluorescein sodium,fluorescein sodium,0
964mrk2pel,selenomethionine,Selenomethionine,0
97793-37-8,activated charcoal,Activated Charcoal,0
99m tc-psma,...,...,0
99mtc-3prgd2,gp100 human melanoma peptide,gp100 human melanoma peptide,2
99mtc-based psma for imaging and surgery,...,...,0
99mtc-based psma imaging,...,...,0
99mtc-dotaga-(3-iodo-y)-f-k-sub(kue),...,...,0
99mtc-hynic-psma,...,...,0
99mtc-labeled psma-targeting i&s spect/ct agent,...,...,0
99mtc-psma-i&s,...,...,0
9o7312w37g,gonadorelin,gonadorelin,0
9phq9y1olm,prenisolone,prenisolone,0
"9α-fluoro-11β,17α,21-trihydroxy-16α-methylpregna-1,4-diene-3,20-dione",dexamethasone,dexamethasone,0
"9β,10α-pregna-4,6-diene-3,20-dione",dydrogesterone,dydrogesterone,0
"[(1s,2s,3r,4s,7r,9s,10s,12r,15s)-4-acetyloxy-1,9,12-trihydroxy-15-[(2r,3s)-2-hydroxy-3-[(2-methylpropan-2-yl)oxycarbonylamino]-3-phenylpropanoyl]oxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",trastuzumab-qyyp,trastuzumab-qyyp,0
[.18.f]-fluoro-l-dopa,fluorodopa,fluorodopa,0
[.18.f]fluorodopa,fluorodopa,fluorodopa,0
[11c]osimertinib,trastuzumab-qyyp,trastuzumab-qyyp,1
[177]lu-dota-tate,lutetium lu 177 dotatate,lutetium lu 177 dotatate,1
[177lu]lu-akir001,lutetium lu 177 dotatate,lutetium lu 177 dotatate,0
[177lu]lu-dota-tate,lutetium lu 177 dotatate,lutetium lu 177 dotatate,3
[177lu]lu-dotatate,lutetium lu 177 dotatate,lutetium lu 177 dotatate,1
[177lu]lu-dpi-4452,lutetium lu 177 dotatate,lutetium lu 177 dotatate,0
[177lu]lu-lnc1011,...,...,0
[177lu]lu-psma i&t,lutetium lu 177 jh020002,Lutetium Lu 177 JH020002,0
[177lu]lu-psma-137,lutetium lu 177 jh020002,Lutetium Lu 177 JH020002,1
[177lu]lu-psma-617,lutetium lu 177 jh020002,Lutetium Lu 177 JH020002,1
[177lu]lu-psma-617 (pluvicto,lutetium lu 177 jh020002,Lutetium Lu 177 JH020002,0
[177lu]lu-psma-xt,lutetium lu 177 jh020002,Lutetium Lu 177 JH020002,1
[18f] fluciclovine,fluorocholine,Fluorocholine,1
[18f]- parpi,...,...,0
[18f]-dcfpyl ligand,[18f]-dcfpyl ligand,[18F]-DCFPyl Ligand,1
[18f]-fluoro-2-deoxy-d-glucose,fludeoxyglucose f-18,fludeoxyglucose f-18,1
[18f]alf-fapi-74,...,...,0
[18f]f-dopa,fluorodopa,fluorodopa,0
[18f]f-fapi,...,...,0
[18f]f-fapi pet-ct,...,...,0
[18f]f-fapi-42,...,...,0
[18f]f-fapi-74,...,...,0
[18f]f-fapi-fuscc-07,...,...,0
[18f]facbc,fluorocholine,Fluorocholine,0
[18f]fapi,...,...,0
[18f]fapi-74,...,...,0
[18f]fch,fluorocholine,Fluorocholine,0
[18f]fdopa,fluorodopa,fluorodopa,0
[18f]fluciclovine,fluorocholine,Fluorocholine,0
[18f]fluoromethyl-dimethyl-2-hydroxyethylammonium,fluorocholine,Fluorocholine,0
[18f]psma-pet,not applicable,Not applicable,0
[68ga] mdm2,n/a,N/A,0
[68ga]dotatate-pet,gallium ga 68 dotatate,gallium ga 68 dotatate,0
[68ga]ga-dota-tate,gallium ga 68 dotatate,gallium ga 68 dotatate,0
[89zr]-df-trastuzumab,trastuzumab-qyyp,trastuzumab-qyyp,1
[99mtc]tc-psma-t4,...,...,0
[ga-68] dotatate,gallium ga 68 dotatate,gallium ga 68 dotatate,0
[keytruda],pembrolizumab and berahyaluronidase alfa-pmph,pembrolizumab and berahyaluronidase alfa-pmph,0
[lu-177]-dota-tyr3-octreotate,lutetium lu 177 dotatate,lutetium lu 177 dotatate,0
[lu-177]-dotatate,lutetium lu 177 dotatate,lutetium lu 177 dotatate,0
[opdivo],da-epoch-r followed by nivolumab,DA-EPOCH-R followed by Nivolumab,0
^1^8f-fluorodeoxyglucose,fludeoxyglucose f-18,fludeoxyglucose f-18,0
a (thalidomide,velcade thalidomide dexamethasone,Velcade Thalidomide Dexamethasone,1
a 337,...,...,0
a bispecific anti-lilrb2,...,...,0
a cd205-directed antibody-drug conjugate,...,...,0
a cdk4,n/a,N/A,1
a humanized agonist anti-ox40 monoclonal antibody,...,...,0
a liposome,not applicable,Not applicable,0
a microtubule inhibitor,...,...,0
a novel hgiia-vimentin inhibitor,...,...,0
a pd-1 inhibitor,...,...,0
a taxane,...,...,1
a-337,...,...,0
a-aminoglutaric acid,glutamic acid,glutamic acid,0
a-glc,ebastine,Ebastine,0
a/b tcd (alpha/beta t cell depletion),...,...,0
a/b tcd hematopoietic stem cell transplant,...,...,0
a03aa04,mebeverine,mebeverine,0
a10ba02,metformin,metformin,0
a1: shr-a1811,trastuzumab-qyyp,trastuzumab-qyyp,1
a1h9i,fluorocholine,Fluorocholine,0
a27.15,...,...,0
a2: shr-a1811,trastuzumab-qyyp,trastuzumab-qyyp,1
a2b543,...,...,0
a33,...,...,0
a337,...,...,0
a: mydc vaccination,n/a,N/A,0
aaa 517,[68ga]ga-psma,[68Ga]Ga-PSMA,0
aaa 601,lutetium lu 177 dotatate,lutetium lu 177 dotatate,0
aahs,unknown,Unknown,1
aatezolizumab,trastuzumab-qyyp,trastuzumab-qyyp,1
aats,n/a,N/A,0
ab-cef,cefixime,cefixime,0
ab-lnps,...,...,0
abacil,chlorhexidine gluconate,chlorhexidine gluconate,0
abbott 41070,gonadorelin,gonadorelin,0
abecma (idecabtagene vicleucel),...,...,0
abeprazan hydrochloride,...,...,0
abi-007 (nab-paclitaxel),trastuzumab-qyyp,trastuzumab-qyyp,0
abilaxine,bisacodyl,bisacodyl,0
abine,trastuzumab-qyyp,trastuzumab-qyyp,0
abiplatin,trastuzumab-qyyp,trastuzumab-qyyp,0
ablatherm,not applicable,Not applicable,0
abp 215,trastuzumab-qyyp,trastuzumab-qyyp,1
abp 798,trastuzumab-qyyp,trastuzumab-qyyp,1
abp-798,trastuzumab-qyyp,trastuzumab-qyyp,0
abp798,trastuzumab-qyyp,trastuzumab-qyyp,0
abraxane (nab-paclitaxel),trastuzumab-qyyp,trastuzumab-qyyp,0
abraxane alone,trastuzumab-qyyp,trastuzumab-qyyp,0
abraxane every three weeks,trastuzumab-qyyp,trastuzumab-qyyp,0
abraxane®,trastuzumab-qyyp,trastuzumab-qyyp,0
absorbent carbon,activated charcoal,Activated Charcoal,0
abt 0199,trastuzumab-qyyp,trastuzumab-qyyp,0
abt-101,gp100 human melanoma peptide,gp100 human melanoma peptide,1
abt-510,...,...,6
abt-526,...,...,0
abt-898,...,...,0
abt199,trastuzumab-qyyp,trastuzumab-qyyp,0
abvd (adriamycin,trastuzumab-qyyp,trastuzumab-qyyp,0
abvd/eshap,not applicable,Not applicable,0
ac [adriamycin,trastuzumab-qyyp,trastuzumab-qyyp,0
ac4-d4 (adriamycin and cyclophosphamide followed by docetaxel),not applicable,Not applicable,0
acar t cells,...,...,0
acasunlimab (bnt311/gen1046),...,...,0
accogem,trastuzumab-qyyp,trastuzumab-qyyp,0
accuzyme,urea,urea,0
accuzyme se,urea,urea,0
acefo,cefpodoxime,cefpodoxime,0
acegon,gonadorelin,gonadorelin,0
acellular vaccine,...,...,0
acerola c,vitamin c,vitamin c,0
acetate cortisone,cortisone acetate,cortisone acetate,0
"acetate, mitoxantrone",mitoxantrone,mitoxantrone,0
achop,unknown,Unknown,0
acide glutamique [inn-french],glutamic acid,glutamic acid,0
acido glutamico [inn-spanish],glutamic acid,glutamic acid,0
acidophilus,lactobacillus,lactobacillus,0
acidophilus bifidus,lactobacillus,lactobacillus,0
acidophilus lactobacillus,lactobacillus,lactobacillus,0
acidum glutamicum,glutamic acid,glutamic acid,0
acidum glutamicum [inn-latin],glutamic acid,glutamic acid,0
acidum glutaminicum,glutamic acid,glutamic acid,0
aciglut,glutamic acid,glutamic acid,0
aclop,clopidogrel,clopidogrel,0
aclotil,clopidogrel,clopidogrel,0
acou085,gp100 human melanoma peptide,gp100 human melanoma peptide,1
acp-105,...,...,0
acrixolimab (ybl-006),...,...,0
acrotex,cefixime,cefixime,0
act,n/a,N/A,0
act (allogeneic cell therapy),...,...,0
acta-char liquid-a,activated charcoal,Activated Charcoal,0
actaclo,clopidogrel,clopidogrel,0
actidose-aqua,activated charcoal,Activated Charcoal,0
"actionable, genomic mutation-positive therapy",...,...,0
actiplus n 2818,sodium hypochlorite,sodium hypochlorite,0
activated and expanded haploidentical nk cells,...,...,0
activated carbon,activated charcoal,Activated Charcoal,0
activated charcoal,activated charcoal,Activated Charcoal,1
activated coal,activated charcoal,Activated Charcoal,0
activated powdered charcoal,activated charcoal,Activated Charcoal,0
activated ptcy-mils,cyclophosphamide,cyclophosphamide,0
active carbon,activated charcoal,Activated Charcoal,0
active coal,activated charcoal,Activated Charcoal,0
active ocs capsules ( prednisolone,prednisolone,prednisolone,0
activella,estrogens,estrogens,0
acustop cataplasma,flurbiprofen,flurbiprofen,0
acxime 200/cv,cefpodoxime,cefpodoxime,0
acytabin,trastuzumab-qyyp,trastuzumab-qyyp,0
ad gel,sodium hypochlorite,sodium hypochlorite,0
ad-beta-ifn,...,...,0
ad-surv dcs,...,...,0
ad.hifn-beta,...,...,0
ad.hil-12,...,...,0
adaptive androgen deprivation therapy,...,...,0
adaptive autologous cell immunotherapy,...,...,0
adaptive nk cell therapy,...,...,0
adaptive nk cells,...,...,0
adcc & tace,...,...,0
adcirca,...,...,0
adcs,...,...,0
adct-901,gp100 human melanoma peptide,gp100 human melanoma peptide,1
adcv,...,...,0
add-on effect of adding tamivarotene to gemcitabine,trastuzumab-qyyp,trastuzumab-qyyp,1
additional cycle of pembrolizumab,pembrolizumab and berahyaluronidase alfa-pmph,pembrolizumab and berahyaluronidase alfa-pmph,1
additional doses of rituximab,trastuzumab-qyyp,trastuzumab-qyyp,1
adenoviral-mediated interferon-beta,...,...,0
adenovirus-mediated human interleukin-12,...,...,0
adi-001,...,...,0
adil12,...,...,0
adj ctrt,n/a,N/A,0
adjuvant atezolizumab,trastuzumab-qyyp,trastuzumab-qyyp,1
adjuvant bevacizumab,trastuzumab-qyyp,trastuzumab-qyyp,1
adjuvant capecitabine,trastuzumab-qyyp,trastuzumab-qyyp,1
adjuvant chemoradiotherapy,n/a,N/A,0
adjuvant chemotherapy,...,...,0
adjuvant chemotherapy (gemcitabine,trastuzumab-qyyp,trastuzumab-qyyp,1
adjuvant cisplatin,trastuzumab-qyyp,trastuzumab-qyyp,2
adjuvant gemcitabine,trastuzumab-qyyp,trastuzumab-qyyp,1
adjuvant hipec,not applicable,Not applicable,0
adjuvant immunoradiotherapy,...,...,0
adjuvant immunotherapy,n/a,N/A,0
adjuvant nivolumab,da-epoch-r followed by nivolumab,DA-EPOCH-R followed by Nivolumab,2
adjuvant pd-1,...,...,0
adjuvant pd-1 inhibitors,...,...,0
adjuvant pembrolizumab,pembrolizumab and berahyaluronidase alfa-pmph,pembrolizumab and berahyaluronidase alfa-pmph,1
adjuvant temozolomide,temozolomide,temozolomide,3
adjuvant therapy,...,...,0
adjuvant therapy:tislelizumab,trastuzumab-qyyp,trastuzumab-qyyp,1
adjuvant tislelizumab,trastuzumab-qyyp,trastuzumab-qyyp,2
adjuvant tmz,temozolomide,temozolomide,0
adjuvant trastuzumab,trastuzumab-qyyp,trastuzumab-qyyp,1
adlyxin,...,...,0
administration of a lhrh agonist,...,...,0
administration of ipilimumab,da-epoch-r followed by nivolumab,DA-EPOCH-R followed by Nivolumab,1
administration of ipilimumab10mg,da-epoch-r followed by nivolumab,DA-EPOCH-R followed by Nivolumab,0
adocep,cefpodoxime,cefpodoxime,0
adofeed,flurbiprofen,flurbiprofen,0
adoptive cell therapy,n/a,N/A,0
adoptive cell therapy (act),n/a,N/A,0
adoptive cell transfer,n/a,N/A,0
adoptive cellular immunotherapy,n/a,N/A,0
adoptive immunotherapy,n/a,N/A,0
adoptive nk cell therapy,not applicable,Not applicable,0
adoptive t-cell therapy (act),n/a,N/A,0
adoptive therapy,n/a,N/A,0
adp adoptive cell therapy,...,...,0
adplatt,clopidogrel,clopidogrel,0
adramycin,trastuzumab-qyyp,trastuzumab-qyyp,0
adrenergic blocking agents,...,...,0
adreson,cortisone acetate,cortisone acetate,0
adriacin,trastuzumab-qyyp,trastuzumab-qyyp,0
adriamycin-based chemotherapy,trastuzumab-qyyp,trastuzumab-qyyp,0
adriamycine,trastuzumab-qyyp,trastuzumab-qyyp,1
adriamycin®,trastuzumab-qyyp,trastuzumab-qyyp,0
adriblastin,trastuzumab-qyyp,trastuzumab-qyyp,0
adt,n/a,N/A,6
ae221im3bb,lutetium lu 177 dotatate,lutetium lu 177 dotatate,0
aee-788,...,...,0
aerius,ebastine,Ebastine,0
afamitresgene autoleucel (tecelra),n/a,N/A,0
affolter,viscum album,viscum album,0
afinitor,trastuzumab-qyyp,trastuzumab-qyyp,0
afinitor (everolimus),trastuzumab-qyyp,trastuzumab-qyyp,0
afinitor disperz,trastuzumab-qyyp,trastuzumab-qyyp,0
afinitor®,trastuzumab-qyyp,trastuzumab-qyyp,0
afl-assisted cisplatin,trastuzumab-qyyp,trastuzumab-qyyp,1
